1000 15000
861 219 703
62 806 2668
178 360 3117
574 717 3866
294 270 6177
880 369 6311
748 583 1868
676 612 620
113 347 2269
713 47 2354
295 326 1345
713 961 424
778 303 2949
988 5 2328
642 454 3174
324 609 4691
87 408 3956
792 393 3403
258 999 35970
821 678 6494
624 303 6353
506 321 1950
809 472 649
962 5 2344
523 241 5778
547 976 3111
0 541 51220
350 998 6163
249 698 1295
493 357 6200
329 224 1192
556 876 4061
865 360 2822
12 794 3712
869 901 3077
889 617 6722
202 749 2178
969 648 1106
442 381 5144
609 801 1250
892 104 5341
4 513 1188
53 288 6897
560 801 684
296 1 2594
763 993 6103
655 96 3122
455 5 5196
991 224 341
644 854 6058
877 649 6410
349 161 1878
490 231 4802
695 45 5332
0 180 24040
673 999 50480
500 159 6450
646 873 8
94 275 5280
76 966 6143
605 223 4104
281 999 65710
887 355 4720
497 5 293
461 771 4913
798 641 3709
383 252 6197
822 601 3594
90 891 1962
930 957 6347
611 823 3911
194 896 4278
173 741 6675
869 989 3128
992 999 51640
15 446 5757
712 782 1709
0 606 25070
37 823 5195
616 58 68
657 912 1183
537 657 1772
554 61 3648
294 53 949
995 910 2548
351 535 1131
458 588 4630
706 535 250
208 24 5832
181 466 6687
38 109 2261
824 725 6271
654 146 4924
133 511 1840
32 71 2496
486 836 6213
415 461 4871
383 992 343
955 999 50580
777 836 4744
693 560 6545
185 998 6644
58 587 6823
512 977 2082
809 388 3299
59 484 2801
948 503 2253
311 723 2040
0 188 11590
846 761 6575
747 819 486
203 126 6870
333 200 3038
707 409 246
147 515 6841
570 719 4664
707 958 5149
476 900 1641
724 877 4129
723 870 6186
337 252 188
108 999 61540
793 233 4408
201 183 2084
874 962 3324
390 386 6326
531 554 1987
341 693 3219
379 673 6648
873 321 692
363 378 6793
825 351 4317
525 48 3038
479 640 3480
269 527 5294
941 990 4947
967 419 1363
320 263 6137
898 199 4964
111 622 4267
636 283 4881
91 999 1760
698 516 2765
760 697 3414
716 109 3649
234 117 3070
378 690 5254
766 241 5783
568 772 2967
173 328 5500
318 171 3006
585 621 1505
626 494 1782
11 129 4068
989 858 1347
119 966 6142
21 815 3292
455 300 457
565 656 5685
44 973 4218
586 999 47220
810 794 3654
520 479 429
714 901 1477
311 625 2221
719 289 6334
72 784 4833
435 712 1270
0 936 5670
294 207 311
912 562 1847
36 200 2006
349 853 4391
446 813 698
949 436 5526
269 960 3192
854 28 689
642 488 1051
834 397 2616
697 645 490
151 983 4193
498 415 5771
580 233 4202
194 681 4703
402 285 1650
534 898 204
784 798 507
849 262 4731
88 513 6288
781 357 2297
138 933 4100
798 839 3891
4 880 1008
651 582 6152
190 74 5844
936 511 3973
426 999 26030
223 870 2289
644 624 3473
742 934 5570
203 773 6162
772 999 32660
472 685 417
521 838 5133
230 897 2231
679 78 2558
666 337 5255
743 723 5419
648 763 1112
526 756 2507
705 680 3262
942 931 5112
771 879 4164
642 392 883
12 209 6330
708 833 1908
576 539 4170
782 985 614
470 541 479
12 744 300
648 155 3526
58 52 2283
865 301 4473
946 147 6011
567 720 1965
477 799 5047
667 275 5689
118 709 5899
187 628 3730
693 641 5467
214 839 6317
470 564 1426
585 948 3572
900 566 61
974 999 64790
967 999 53560
754 697 6814
44 492 889
591 494 2490
779 866 2693
748 973 3875
558 713 4778
953 84 4525
318 122 4471
767 343 3663
833 33 3240
608 183 3392
961 999 48300
598 77 5069
0 177 62460
221 436 1095
191 844 713
812 532 621
791 689 3750
763 69 4479
601 548 4056
879 914 5607
985 456 6170
218 115 1715
635 442 1621
805 219 6698
474 562 2755
160 950 4152
474 776 5157
688 355 6385
935 484 5606
436 438 5070
497 92 1097
469 238 5761
766 354 6669
625 283 2075
686 958 5180
44 541 5865
232 546 3021
413 680 3258
0 784 9320
42 181 507
446 548 4883
671 832 3139
654 515 4769
415 133 612
165 905 4123
957 916 4324
830 274 2183
343 442 1135
564 580 4122
552 959 3263
603 979 1432
24 797 573
209 439 4070
978 286 6613
279 681 3801
888 694 115
161 276 5371
160 137 1009
552 980 6084
805 531 5450
285 399 524
531 757 1180
419 999 7200
635 12 4611
309 349 2059
87 344 1063
802 415 6445
186 713 5997
302 228 5279
925 370 3116
348 91 6744
364 163 4889
479 48 4669
253 554 3626
239 694 3029
847 999 30150
324 161 3499
601 795 979
473 416 631
234 875 1600
682 607 5334
401 440 4303
397 204 3970
841 962 4341
749 340 2592
0 997 17030
721 993 2868
386 449 6516
587 553 2667
490 73 5457
220 869 2894
46 753 2304
938 296 5689
919 580 6879
803 428 3214
390 853 4592
325 931 4477
641 949 3390
831 156 526
15 587 3621
323 357 3229
430 28 3325
863 460 4393
648 536 2985
873 893 1804
110 218 1845
636 740 56
899 104 1549
470 255 6473
327 218 765
59 848 3029
748 983 4190
15 322 3276
479 429 6890
429 82 2211
587 275 2352
340 663 1851
949 576 2420
153 70 5893
183 106 1449
449 125 936
59 324 2028
275 968 2468
510 581 490
248 696 2009
596 169 4194
111 336 2599
108 664 5338
210 600 2341
766 383 2870
487 871 67
361 4 990
140 859 1716
832 733 1488
567 399 5643
897 971 1136
141 271 2176
497 795 2239
369 999 23320
266 403 935
957 143 1029
784 284 1660
15 359 6341
668 454 2678
177 778 897
484 604 3248
831 331 3097
275 999 6170
318 203 6134
474 707 2895
536 606 3991
872 999 67990
608 382 4538
567 999 62810
308 367 4517
455 625 3380
436 116 5792
780 439 2176
593 355 598
244 999 13070
457 312 199
54 287 1916
412 603 3994
118 616 1312
584 443 1273
699 811 3495
565 51 3632
603 240 1308
994 396 3230
729 752 2564
618 844 6011
843 965 4699
366 185 1103
42 936 5229
585 357 1031
866 974 5282
627 72 2063
520 182 2781
412 231 987
517 633 3938
416 362 8
963 60 3080
223 104 5037
604 529 4379
656 849 5619
966 238 3722
726 798 5301
189 287 5062
673 307 5252
475 326 1909
166 795 4573
186 616 1849
991 296 3283
819 696 6901
88 644 3647
752 274 1866
860 646 5375
392 457 2774
169 820 6051
187 596 2436
99 918 1466
233 720 6576
300 12 140
2 650 3233
925 318 4725
728 824 1031
218 677 5529
661 421 2315
593 515 3064
313 932 2036
409 192 1588
699 755 1210
271 425 3041
932 202 6118
88 69 96
885 552 6180
444 315 6097
441 442 3714
695 757 2408
77 430 6903
41 761 2434
216 300 6306
350 571 5744
289 737 5651
445 739 3870
515 43 841
538 999 59560
864 106 1250
631 876 3327
950 935 6020
889 877 3268
249 566 6958
698 663 6076
340 852 5871
403 144 3622
842 711 5916
815 865 5665
712 974 5403
177 468 3838
243 470 5989
193 831 204
724 406 1009
582 393 2277
275 315 2707
664 328 2754
22 999 67870
204 44 2620
740 77 1655
538 925 1538
723 265 3623
384 401 5395
353 685 564
169 658 718
0 358 19380
144 548 4862
188 174 5473
447 935 1707
421 439 4120
194 614 3534
754 318 2713
281 252 512
553 125 4597
353 165 5626
106 889 779
52 642 4487
570 933 4411
73 202 512
451 192 2147
270 226 1069
388 443 1030
388 403 2581
563 746 4628
932 362 2121
429 870 3327
894 916 6270
396 20 5743
638 257 2942
0 722 44550
423 24 3481
555 931 5808
797 889 1975
709 882 2088
335 221 6227
705 999 7710
739 481 5087
563 698 5441
223 174 1194
169 19 6431
676 77 482
603 520 1948
378 333 681
186 671 5726
769 375 6271
661 758 2076
62 150 4531
261 951 4698
698 223 4281
422 595 4388
709 562 5310
511 211 5419
752 429 5148
610 493 5667
325 444 4832
648 160 1499
230 169 1452
52 383 2401
928 572 93
689 91 568
313 475 5933
259 81 3430
801 679 2481
960 261 1855
387 189 6766
672 606 5698
264 76 3966
72 511 6461
837 430 4173
256 723 4467
210 108 215
82 411 3480
544 333 6809
178 941 2102
821 181 4152
982 226 4642
665 108 5679
593 77 4296
59 240 5647
288 228 3854
726 692 6727
949 999 61310
962 623 3436
499 737 6524
350 918 5204
406 765 2003
79 529 145
461 922 1264
391 474 70
59 32 4325
585 793 6183
150 315 3275
0 137 16570
751 939 926
45 254 2628
961 672 4121
980 573 5664
0 467 2650
721 891 6400
511 101 3916
810 999 13580
548 495 6615
280 429 431
929 89 3081
283 167 2410
287 811 5244
917 894 2567
693 772 3057
689 892 980
880 841 4337
667 409 2627
657 862 441
32 109 5169
469 410 4906
0 255 57870
120 257 5056
765 296 359
439 642 1264
240 468 5553
33 139 2216
472 715 4140
507 73 423
849 327 6053
649 216 2356
875 354 5688
835 242 1177
432 4 1360
305 123 3327
405 766 1481
290 298 4984
353 984 6380
991 922 818
947 923 2175
487 935 6610
0 527 66020
330 229 6741
719 418 3843
285 389 5620
231 650 3637
185 919 6145
580 617 6475
69 440 4918
656 259 6020
709 771 2689
409 711 4287
71 619 3215
250 438 2308
804 671 2629
576 241 1105
170 436 6186
598 470 5503
826 213 6888
719 474 6533
738 88 5107
849 873 5814
253 189 1181
678 617 1369
273 618 995
357 399 3593
0 579 48330
650 888 3837
341 631 3702
282 155 656
753 210 110
950 287 2955
863 373 3667
912 58 1817
996 470 4662
687 514 3929
776 282 5940
622 102 6180
339 708 3595
868 317 6754
622 574 4581
634 757 6094
555 982 5280
354 889 6389
166 703 3486
185 722 5324
600 201 3591
548 720 41
589 988 6199
128 949 4654
902 429 2561
530 915 1142
620 94 4350
0 933 20450
572 187 1484
912 677 2678
347 585 2181
174 859 2139
609 304 6242
934 869 6051
346 999 31530
157 376 4468
766 202 6298
929 389 4919
11 855 3450
89 907 1947
935 332 5396
4 867 5587
532 835 5939
694 781 6119
547 376 4114
717 275 5074
563 420 3282
0 780 5090
332 748 2624
469 579 114
895 963 1333
406 144 1376
120 489 2030
0 277 27560
193 710 6013
22 785 1074
630 979 3233
319 389 5570
189 587 6762
692 540 2031
380 790 1409
443 764 3538
732 793 2119
913 382 3464
798 336 2948
226 591 2361
540 192 891
306 685 2724
781 992 1861
725 890 6840
759 914 4657
376 869 3755
383 416 3166
553 499 4685
342 34 5959
916 586 3432
955 339 2220
832 792 2978
719 655 5619
868 949 321
957 547 5533
316 47 2908
203 832 3288
240 872 5640
883 622 5105
629 751 898
344 577 4079
213 77 146
38 235 6424
822 81 5674
806 931 2698
346 210 4972
609 324 6233
723 793 887
44 485 1854
375 343 2036
468 976 3034
643 9 2675
946 749 6813
0 140 40180
86 527 4727
345 829 1503
0 396 50960
942 522 286
353 661 2640
677 297 2329
259 72 6768
560 332 4840
872 431 1367
636 525 5671
607 880 4979
50 965 6906
459 139 223
630 713 6395
612 401 5
136 670 4542
670 785 4511
745 295 5052
613 358 478
400 466 2250
690 829 3250
453 281 1489
146 60 231
754 570 5892
526 698 1741
48 308 6005
137 179 2364
896 35 561
767 346 2570
889 999 50800
457 647 3854
877 719 3034
225 874 90
69 135 3989
668 850 2087
129 821 976
441 72 4276
668 897 6940
474 426 100
585 119 6371
21 207 1701
104 762 3490
234 389 5555
748 415 5147
435 801 4073
28 923 2887
696 835 5978
954 232 505
665 260 511
350 552 5668
818 195 777
345 519 1067
141 902 2086
740 319 3688
520 226 767
390 443 5383
605 313 1504
65 922 2868
174 853 5910
483 210 4186
284 999 47540
946 788 6295
668 899 4661
99 39 3831
725 250 2754
409 911 1557
384 826 1883
509 552 1328
581 101 5042
759 310 911
149 91 4006
894 932 4399
297 925 3616
610 313 5014
973 773 852
884 370 70
466 815 5068
412 333 6994
237 436 3648
550 256 2767
902 75 3480
900 10 3875
994 579 1821
507 726 6645
0 315 37380
601 576 4981
361 679 3974
692 513 3848
483 378 6684
769 544 4629
358 758 5161
458 413 955
489 144 2921
882 632 3124
842 100 3936
0 295 18310
400 478 4154
951 52 3543
823 770 2131
129 217 556
797 715 3993
594 49 815
316 753 5755
353 46 5018
7 438 4910
63 319 5219
916 654 6732
214 47 1750
439 580 6367
741 45 5424
625 407 2884
791 422 3947
180 561 2134
547 942 4410
439 152 2650
957 807 1439
103 866 6321
210 859 1852
127 121 2326
374 890 634
162 916 5213
651 881 5853
687 304 351
846 372 6932
505 407 5463
579 701 2452
558 443 2182
428 699 3585
627 413 6645
86 845 1446
44 371 1235
334 822 2962
128 167 5401
609 417 4345
470 430 4105
42 310 4303
60 906 3501
37 463 6563
816 102 5274
435 132 4699
848 904 3856
570 454 5564
926 927 2621
244 100 2683
630 197 1935
212 206 6368
564 860 2400
631 175 521
549 472 1921
726 922 3404
698 726 3537
0 13 34390
35 790 939
300 800 399
821 932 6902
87 533 4119
738 956 2280
512 692 3129
352 855 1030
500 418 5797
229 977 1026
898 23 996
379 241 5539
435 825 6281
626 141 2337
121 442 3781
777 182 6477
139 999 43980
102 705 3706
670 322 6609
0 994 42320
123 267 1005
328 411 2690
223 674 3628
267 900 635
669 205 5318
994 568 832
497 45 4697
750 607 2104
452 473 6224
473 983 2875
156 287 1861
166 361 5036
841 747 5636
601 947 5431
975 613 6284
448 753 4487
800 396 498
955 316 2944
311 883 6225
58 667 5157
304 401 2933
226 764 49
853 397 6518
797 493 980
1 23 147
122 746 6051
120 55 873
308 557 2473
379 232 5470
365 978 6638
718 653 1540
78 960 5025
578 287 736
571 88 2220
502 73 4932
69 199 1733
654 715 1018
801 899 5275
687 309 1735
706 907 2429
241 702 6209
577 76 5992
489 211 5450
509 953 6454
904 985 1706
732 414 3419
391 525 1588
493 693 104
985 833 4041
427 184 3959
212 595 81
627 991 1099
124 999 38500
847 95 4352
9 169 6213
206 191 6437
335 628 453
940 342 4585
611 479 4990
357 757 6009
654 702 26
838 269 6656
89 645 236
694 87 2696
909 783 1489
261 692 2103
990 387 6960
899 122 2357
77 246 5961
585 301 4935
449 161 5949
350 716 2665
777 270 3695
735 911 2598
657 496 2578
956 123 5343
372 122 4446
753 273 612
801 96 3038
322 573 2026
371 304 1699
486 230 541
674 135 5432
959 575 1959
653 770 3161
449 982 6929
704 476 4019
489 180 6947
573 999 28980
548 506 3362
743 659 2797
71 42 4721
615 181 4129
225 871 5220
872 790 6500
289 169 3454
790 999 10790
151 507 5332
899 462 2477
494 86 5798
0 677 54780
440 1 4586
524 473 5911
744 592 3940
942 612 802
921 30 3389
0 538 46270
486 951 3799
74 224 1804
305 364 3325
789 6 2828
83 999 57720
103 131 4379
100 722 4089
925 481 6715
406 807 2955
594 538 709
841 125 3227
104 645 6534
764 595 160
675 967 6879
789 893 6244
743 370 3941
396 911 6668
237 96 52
411 332 4818
103 253 4385
698 946 1676
0 394 69800
555 236 4436
526 485 6131
590 927 6517
394 924 2645
490 925 2983
612 470 4922
955 724 6524
506 907 3280
47 947 5954
562 678 4163
313 650 3549
244 40 3272
906 316 1832
931 327 2871
99 74 2110
240 326 2832
172 894 3156
455 832 4320
0 96 59910
967 113 2429
343 15 3924
85 778 5815
797 703 6871
414 7 757
928 310 91
287 64 4817
0 289 65430
470 469 5339
417 969 4234
586 888 4381
727 447 1410
284 392 2395
310 766 5395
586 441 2173
945 688 2724
390 396 2168
680 574 4192
274 943 483
686 767 2924
61 171 5322
20 440 6203
0 46 55900
28 984 5263
65 714 662
0 12 53640
64 345 2767
231 647 275
73 538 3884
890 815 4219
960 293 3317
406 865 201
198 178 4220
15 162 4936
159 304 4457
242 553 3489
273 158 895
89 900 6895
563 478 5218
606 3 2085
370 432 4458
160 661 567
283 178 2970
497 454 1870
972 94 6223
394 28 6703
547 24 1768
825 192 3868
230 490 6296
623 204 3601
0 699 48680
169 437 2884
15 484 4060
924 708 2112
239 738 1629
923 778 475
46 163 6315
35 735 2340
385 820 1614
937 225 3142
876 380 3814
969 852 4779
788 154 1011
706 943 907
70 228 3207
394 86 1176
0 392 22500
137 512 6482
673 185 1667
721 643 4847
96 448 3486
295 4 6996
652 82 2586
425 873 6932
118 850 3655
790 298 4607
992 420 2081
494 432 5024
607 207 5656
707 145 2208
121 326 3862
836 582 267
449 948 1284
680 894 6401
990 377 2667
434 227 3069
63 562 450
260 28 6880
615 672 670
26 312 1365
50 326 4835
634 41 4313
461 641 3815
365 498 5009
343 241 555
276 999 20610
250 319 2895
338 318 5041
895 344 3356
379 884 2738
9 278 2260
550 761 1957
906 200 3614
534 950 63
854 123 3113
706 427 6698
35 999 50750
3 175 6601
458 84 6716
610 233 3782
359 642 6619
319 397 3709
518 983 6714
776 217 4094
30 67 3184
400 659 4585
92 373 6582
650 691 4178
335 712 2709
957 580 640
523 79 5671
644 70 1639
631 382 3683
614 998 2081
718 828 5576
0 388 62640
654 482 6253
920 238 4251
796 611 4670
379 871 119
857 97 6067
545 225 4872
782 705 1337
297 615 6211
138 527 4331
518 559 859
0 226 1140
48 189 5111
542 252 35
178 202 2168
356 333 6425
195 461 4093
875 223 6096
995 866 6620
525 435 5739
298 494 3862
338 259 3284
880 57 3914
279 791 2808
322 477 3979
0 996 14160
524 690 1212
548 794 5601
559 337 1225
0 182 8200
63 668 5859
56 620 6820
245 512 390
334 979 5141
631 513 5982
921 821 846
919 160 1584
640 612 3712
193 600 6767
0 465 49960
653 527 49
172 806 1967
828 999 11510
472 547 3145
0 272 17210
589 411 1390
423 113 6849
434 360 6346
22 906 5278
331 32 5724
298 193 6348
240 653 1076
769 232 1399
308 375 140
842 656 6396
812 99 6637
861 77 5058
110 711 44
177 404 1508
0 734 3100
595 212 3130
403 569 2393
356 991 1232
811 376 6211
526 87 5884
672 631 2350
78 798 5617
0 572 67150
357 321 3782
367 98 4772
71 702 2996
307 474 6464
858 776 2765
372 616 2804
236 306 3776
744 397 673
344 999 21680
399 485 5253
291 313 100
578 353 5617
199 528 544
650 165 3743
760 358 2904
851 288 2444
449 821 2241
648 990 2366
0 164 36280
498 395 1162
886 195 6945
864 908 5406
109 693 6328
252 676 1311
947 537 6480
932 647 5605
507 330 6104
944 466 5288
207 134 5330
904 377 6576
773 812 6768
759 257 3629
814 459 4329
333 859 3676
613 279 2321
215 68 5445
471 717 3619
758 785 3
894 683 2695
451 465 3338
148 955 6594
79 539 5483
600 47 1949
712 211 3481
137 701 1148
940 577 1227
0 340 23460
509 339 5378
732 512 5674
651 772 4270
806 268 6250
158 974 4806
482 419 2423
376 803 4094
0 769 18340
215 240 4766
3 879 6406
63 553 3700
727 211 5957
904 348 5859
128 919 4755
489 820 4837
187 22 6940
751 911 1916
417 928 1207
35 18 5618
438 373 403
891 269 2105
942 872 229
436 976 3010
955 387 3842
221 21 4915
270 853 2882
0 796 6360
929 475 5183
356 812 3071
711 380 1535
461 22 1999
929 156 6566
58 138 4395
167 995 2989
985 660 1464
852 162 4889
195 89 4930
530 3 5694
242 736 2139
290 424 4477
536 560 3270
345 311 2984
750 205 1213
454 69 2898
61 749 6326
223 252 2439
50 488 763
978 737 3942
891 546 3224
620 955 4209
50 612 267
480 489 5848
626 41 987
567 515 3294
204 20 5871
486 841 2541
180 934 3106
282 253 2584
227 115 1026
613 714 6821
638 42 709
780 999 31230
0 481 37410
341 310 257
70 25 2229
192 349 4141
300 106 1499
718 468 5190
578 912 1047
637 293 5122
425 999 54970
64 669 3394
323 502 3279
801 578 3953
871 807 4210
250 793 972
875 196 1925
20 174 4348
363 33 294
676 313 4877
569 311 1942
122 355 946
136 66 3509
37 498 6688
795 744 5889
866 174 2867
620 878 991
100 171 2739
91 423 5941
221 911 2626
88 834 5438
865 827 4398
899 421 3459
712 20 3994
231 445 1353
587 3 604
851 465 1974
904 436 1358
585 145 170
910 355 3504
406 418 2513
522 683 847
753 472 3833
852 840 5746
279 5 280
56 565 2678
89 999 45740
0 626 15270
264 970 4974
488 994 5583
820 562 5517
679 450 144
392 311 5844
391 526 18
915 940 3795
379 486 5430
214 695 6091
445 747 4736
815 823 3484
876 75 29
881 168 113
149 941 3463
656 589 42
327 949 305
22 63 2206
482 170 284
430 597 750
308 394 2698
391 540 4119
247 889 1525
0 928 40790
431 689 355
85 72 2116
620 554 3244
536 575 6699
747 435 2872
0 35 5720
278 958 4884
739 596 3178
612 888 6689
630 391 6215
77 408 5159
792 210 3510
284 748 4695
165 230 221
511 815 3697
169 326 5267
893 659 39
23 549 6801
645 476 2612
289 236 6134
876 387 6624
186 67 4165
895 757 5421
176 560 3130
837 365 6627
446 937 5571
705 103 5896
918 921 3359
450 251 5031
698 489 4711
983 901 4058
160 480 83
130 642 2775
554 863 5933
833 79 4713
518 999 66950
752 353 3610
784 131 6571
401 548 3875
890 255 6178
10 140 3038
188 137 1965
960 689 1359
0 610 45610
566 454 1605
894 813 4417
298 779 6508
738 679 3617
683 238 3264
543 816 4380
99 165 1725
395 158 4049
67 573 2946
30 600 4821
243 717 3658
41 508 4131
299 144 4886
144 655 5109
961 457 1267
356 825 615
674 39 316
83 244 1427
274 743 4498
154 549 823
633 182 5848
390 734 6984
213 327 552
488 862 1466
421 921 3715
147 361 2331
68 347 4931
524 96 4402
628 761 6907
701 528 6096
964 159 1648
260 643 2262
951 542 3098
616 26 3878
346 376 6418
231 662 2394
82 772 6648
188 627 433
791 488 869
82 812 1514
480 365 5193
992 710 1093
567 447 6100
715 114 2266
451 398 2326
593 799 6388
986 145 4965
94 783 231
991 643 2286
729 999 50370
676 947 4255
965 556 1313
784 854 333
254 842 280
771 107 6880
56 897 1320
916 93 2287
381 237 429
529 680 3275
769 503 5684
693 345 1463
289 557 5283
250 264 797
781 194 2070
775 635 875
242 768 431
120 588 2829
338 807 2750
173 868 4367
784 553 2788
29 917 5692
977 713 5863
485 950 223
968 151 2124
323 747 2374
144 271 5907
179 590 3648
904 946 1288
222 791 645
147 268 6615
722 677 659
95 100 6831
244 316 6672
140 878 1338
0 710 65400
761 869 3837
0 580 8170
260 727 6834
26 985 4182
80 185 1806
790 315 103
695 165 5993
618 253 1187
218 439 3769
600 919 2761
647 972 2449
845 550 5782
176 706 4860
328 711 6297
685 995 2515
839 993 6932
177 538 5279
76 700 4828
401 429 4067
974 134 6782
589 72 3183
801 79 1552
78 1 800
803 947 5479
585 249 604
969 252 1806
311 434 973
292 6 4919
744 586 4951
688 386 2093
373 463 1512
404 497 4214
459 430 3137
458 673 5776
89 108 3755
88 476 1100
290 325 89
955 970 6044
484 994 658
347 14 1431
398 53 1747
917 433 6720
418 416 3407
372 388 4479
557 327 2598
969 647 1061
298 377 3212
389 565 4321
605 712 2206
361 336 3237
813 336 3525
715 846 900
32 939 3318
540 938 4758
488 900 3562
96 561 819
660 260 4649
641 549 6786
678 586 1581
741 717 247
0 749 20090
917 880 1228
245 778 2937
397 76 5404
666 515 3931
315 176 6862
370 165 3754
159 262 5740
540 457 6303
730 296 1389
880 743 1107
644 999 1160
645 288 3088
471 738 3815
248 39 2852
0 911 23400
569 216 3283
93 640 4013
162 831 91
166 709 1083
904 76 248
62 719 3028
885 496 362
881 194 3364
780 324 3618
594 749 2984
448 909 267
664 767 566
181 288 1759
90 514 2477
862 693 2656
501 629 3089
232 999 56770
50 786 942
662 803 5153
84 782 6935
17 177 6815
160 364 2036
25 175 1168
727 592 600
544 42 5921
749 890 1693
634 629 6431
713 702 194
245 494 1696
0 73 67200
823 273 2551
920 727 2453
273 806 6723
134 37 6932
791 19 2593
838 999 41710
70 338 2624
210 997 4728
372 564 1261
0 228 50130
653 596 1276
470 553 2604
198 815 2889
354 954 5481
86 65 1058
47 834 1019
155 872 5403
981 880 1951
893 718 4287
852 720 3432
47 17 673
259 150 6027
251 373 6725
821 708 420
7 510 1012
375 209 184
36 906 4114
315 178 6840
304 140 234
501 779 6020
814 381 6299
153 853 5329
28 683 6054
290 522 6419
644 632 5445
201 173 1110
816 148 521
142 477 397
75 185 6806
105 109 3598
309 479 4434
469 503 6694
506 557 3084
915 473 1480
563 156 5656
4 408 2341
822 494 4666
44 624 712
813 775 6610
648 887 4451
235 58 2117
823 48 1840
835 265 5387
117 169 5910
788 143 2204
749 966 4703
555 792 930
0 364 58960
310 740 2358
0 282 30580
171 566 2718
99 7 4450
0 847 49300
598 39 5203
821 344 722
541 524 2555
734 911 1729
401 895 1229
521 376 4703
945 386 1546
430 978 393
9 960 5597
171 123 3276
118 604 1139
168 557 5224
176 360 3533
593 239 2863
324 403 6559
851 213 457
383 839 4111
783 832 2282
401 35 3279
758 683 6211
949 434 5648
213 982 600
176 16 2718
577 217 4639
604 65 1032
498 399 1533
18 674 1596
519 795 3278
933 474 4255
147 49 5134
118 356 1035
905 522 3648
198 116 3273
278 999 5170
593 949 1595
201 697 1319
963 882 3712
785 884 594
351 729 4303
885 385 6325
583 138 4505
621 897 2751
556 893 6054
333 34 3151
874 786 2024
399 916 6144
87 465 4449
845 293 3872
195 196 896
816 147 4760
973 549 5065
1 579 3517
266 206 3428
47 884 1532
32 718 4556
897 604 3594
15 5 478
468 633 505
863 253 3269
492 137 6169
552 258 1148
478 110 2186
486 666 6888
724 422 3266
385 373 732
0 253 22180
540 997 2520
711 695 2944
331 771 4976
541 884 4687
896 112 3426
69 675 2656
102 670 1571
449 953 5677
513 999 46560
330 603 1565
477 930 6471
357 847 4977
53 811 5955
741 779 1533
317 191 3266
214 462 1646
316 282 5910
787 225 4017
354 169 4249
13 8 6682
861 69 6597
255 59 265
948 342 6277
263 799 3174
863 613 292
489 448 6080
832 742 3926
218 798 2989
253 447 2030
762 279 545
159 638 1648
800 975 1061
805 51 6877
418 144 4875
39 861 2849
948 591 1633
125 613 2639
939 269 5469
200 999 58060
371 571 4902
439 805 3654
743 384 6141
635 9 6219
810 952 4634
560 34 2100
955 516 441
88 259 5623
393 476 1128
933 916 6428
45 113 4576
213 625 323
341 668 4419
265 51 5453
0 36 27320
608 238 3331
99 977 5656
147 474 1475
97 733 5940
490 837 1986
953 407 4461
443 726 6290
0 204 22770
42 576 3405
654 719 4774
786 570 507
803 304 6214
74 309 3797
112 532 5108
254 881 4958
363 955 1479
286 442 4380
92 374 6445
479 318 4733
152 873 6493
237 922 6338
891 351 6839
761 627 451
310 606 6306
508 256 3972
370 260 5164
919 162 4847
934 423 668
113 42 3629
539 433 4631
213 457 3376
305 37 5470
992 961 4670
929 77 2891
764 464 1977
749 746 6774
130 367 6688
979 999 18860
545 426 4668
747 293 2507
96 296 6061
0 249 36850
894 830 2382
454 389 4016
742 537 6144
731 46 2458
956 439 4186
267 479 5649
140 664 3795
209 779 1217
17 2 4550
374 102 2858
115 543 4738
149 991 5111
383 523 1100
636 673 4249
810 897 1338
227 265 6478
302 98 2270
624 638 464
459 79 5648
127 377 732
739 216 3071
66 443 1358
49 750 6741
218 85 3375
299 981 3235
283 462 5049
486 629 3633
395 475 630
457 557 1172
515 999 48090
53 565 2478
320 809 58
50 466 148
767 360 5548
439 501 5488
193 263 1640
966 444 4454
525 230 1092
117 16 2749
808 627 685
76 104 1055
588 53 6438
299 642 5139
594 582 3680
771 232 5472
169 793 5476
221 400 6730
444 744 1875
709 443 242
536 928 6324
512 758 1599
180 158 4600
748 921 3386
795 498 5347
328 442 2410
415 903 5009
64 826 3111
671 327 1385
2 310 1774
127 677 516
634 923 6435
745 17 2320
527 184 1472
399 794 6128
168 866 4268
266 775 5530
837 979 3517
568 35 3906
749 303 101
962 242 6887
302 990 120
814 490 5851
429 94 5578
364 27 2227
786 539 181
818 920 3017
35 543 3210
176 180 3356
804 76 2875
888 482 3670
683 943 6123
785 600 1001
256 481 2693
719 554 4756
823 980 2642
53 639 6942
727 118 2736
153 703 2530
530 665 265
472 891 5468
309 337 3917
418 296 5532
506 487 69
905 386 6292
104 280 6381
64 115 5670
318 534 663
150 974 769
822 839 4456
480 469 990
159 768 2184
602 695 1367
383 563 6284
328 631 5866
641 768 4631
510 741 2128
220 779 388
508 858 1483
466 147 4102
151 41 1076
818 354 274
983 953 2920
609 259 4224
77 837 5013
675 462 5708
450 826 2812
810 310 3190
163 127 4152
208 814 2718
653 467 3702
921 999 32670
417 207 5375
262 731 5362
289 91 2466
622 127 1347
613 384 5323
739 548 10
945 219 228
356 197 6755
305 576 5693
532 162 253
121 719 3220
517 786 3676
180 241 2244
334 91 5386
37 531 5671
860 892 2602
499 297 1907
404 94 335
528 936 1182
921 738 4528
499 549 6692
466 768 1250
